,jokes,whtsapp_lnk
782,Newton's Law of Sunday: A body at rest will continue to be at rest... until the wife notices and finds some work for him!,"https://api.whatsapp.com/send?text=Newton's%20Law%20of%20Sunday:
A%20body%20at%20rest%20will%20continue%20to%20be%20at%20rest...%20until%20the%20wife%20notices%20and%20finds%20some%20work%20for%20him!"
783,"""Papa me bhi Apni Shadi me Khusray Nachwaun ga."" Papa : Kutty diya Puttra, ay Khusray nai Teri Phuphiyan ny...:-0","https://api.whatsapp.com/send?text=""Papa%20me%20bhi%20Apni%20Shadi%20me%20Khusray%20Nachwaun%20ga.""


Papa%20:%20

Kutty%20diya%20Puttra,%20ay%20Khusray%20nai%20Teri%20Phuphiyan%20ny...:-0"
784,Pathan 2 Shopkeeper: 1 Kala bulb daina ! Shopkeeper: Kaalay buld ka kia karna hai? . Pathan: Dopehr mai sonay ke lie andhair karna hai,"https://api.whatsapp.com/send?text=Pathan%202%20Shopkeeper:%201%20Kala%20bulb%20daina%20!
Shopkeeper:%20Kaalay%20buld%20ka%20kia%20karna%20hai?
.
Pathan:%20Dopehr%20mai%20sonay%20ke%20lie%20andhair%20karna%20hai"
785,Job applications now a days are like: We are looking for someone aged 22-26 with 30 years of experience,"https://api.whatsapp.com/send?text=Job%20applications%20now%20a%20days%20are%20like:
We%20are%20looking%20for%20someone%20aged
22-26%20with%2030%20years%20of%20experience"
786,He said to me: ‘I LOVE YOU’ :) I said…. Oh My GOD!!!! What a co-incodence! I love my self too…. ;),"https://api.whatsapp.com/send?text=He%20said%20to%20me:%20‘I%20LOVE%20YOU’%20:)
I%20said….
Oh%20My%20GOD!!!!%20What%20a%20co-incodence!
I%20love%20my%20self%20too….%20;)"
787,Modern... Obedient.. Neat... Kind... Excellent.. Young. Thats ME. Dont feel sad... Ur name is also there... read d 1st letter of every word.,"https://api.whatsapp.com/send?text=Modern...
Obedient..
Neat...
Kind...
Excellent..
Young.

Thats%20ME.
Dont%20feel%20sad...%20Ur%20name%20is%20also%20there...%20read%20d%201st%20letter%20of%20every%20word."
788,"Monday ko dosti, Tuesday ko pyar, Wednesday ko shaadi, Thursday ko barbadi, Friday ko fighting, Saturday ko talaq, Sunday ko rest, Monday ko phir se talash. ","https://api.whatsapp.com/send?text=Monday%20ko%20dosti,
Tuesday%20ko%20pyar,
Wednesday%20ko%20shaadi,
Thursday%20ko%20barbadi,
Friday%20ko%20fighting,
Saturday%20ko%20talaq,
Sunday%20ko%20rest,
Monday%20ko%20phir%20se%20talash.

"
789,"Who Says, 'Nothing is Impossible.'? From past few days I am doing nothing and trust me it is possible!","https://api.whatsapp.com/send?text=Who%20Says,%20'Nothing%20is%20Impossible.'?
From%20past%20few%20days%20I%20am%20doing%20nothing%20and%20trust%20me%20it%20is%20possible!"
790,7-chiz jb khatm ho jati hai to bahut taklif hoti hai 1-Pyar 2-Rishta 3-School Life 4-Dosti 5-Paise 6-Sms Pakage OR 7. Toilet Mai Pani ,"https://api.whatsapp.com/send?text=7-chiz%20jb%20khatm%20ho%20jati%20hai%20to%20bahut%20taklif%20hoti%20hai
1-Pyar
2-Rishta
3-School%20Life
4-Dosti
5-Paise
6-Sms%20Pakage

OR

7.%20Toilet%20Mai%20Pani
"
791,A small boy took a knife and wrote his girlfriend's name on his hand After a minute he started crying loudly... Why??? . . . Paining??? No..!! Then???.. Spelling mistake..!! :O ,"https://api.whatsapp.com/send?text=A%20small%20boy%20took%20a%20knife%20and%20wrote%20his%20girlfriend's%20name%20on%20his%20hand
After%20a%20minute%20he%20started%20crying%20loudly...
Why???
.
.
.
Paining???
No..!!%20Then???..

Spelling%20mistake..!!%20:O
"
792,A sardar ji pulled out 6 people from a burning house... still he was in jail.......why? coz all the 6 were fire brigade staff !,"https://api.whatsapp.com/send?text=A%20sardar%20ji%20pulled%20out%206%20people%20from%20a%20burning%20house...
still%20he%20was%20in%20jail.......why?
coz%20all%20the%206%20were%20fire%20brigade%20staff%20!"
793,"If i need ""Brain Transplantation"" I will prefer your brain... don't think that u r a genius.......... i need a brain which is never used before ","https://api.whatsapp.com/send?text=If%20i%20need%20""Brain%20Transplantation""%20I%20will%20prefer%20your%20brain...
don't%20think%20that%20u%20r%20a%20genius..........
i%20need%20a%20brain%20which%20is%20never%20used%20before
"
794,"Teachr: Tum bade ho kr kya kroge? Santa: Shadi. . Teachr: Nahi, mera mtlab kya banoge? Santa:”DADDY “","https://api.whatsapp.com/send?text=Teachr:%20Tum%20bade%20ho%20kr%20kya%20kroge?
Santa:%20Shadi.
.
Teachr:%20Nahi,%20mera%20mtlab%20kya%20banoge?
Santa:”DADDY%20“"
795,"After knee surgery Doctor advised Santa, ""For a few days you will have to use a walker."" Santa: No problem Doctor. Will 'Johnny Walker' be okay?","https://api.whatsapp.com/send?text=After%20knee%20surgery%20Doctor%20advised%20Santa,%20""For%20a%20few%20days%20you%20will%20have%20to%20use%20a%20walker.""
Santa:%20No%20problem%20Doctor.%20Will%20'Johnny%20Walker'%20be%20okay?"
796,"Girl: What is the price of Galaxy Grand? Salesman: Rs.18,000/- Girl: OMG! Girl: And IPhone? Salesman: OMG + OMG + OMG + OMG","https://api.whatsapp.com/send?text=Girl:%20What%20is%20the%20price%20of%20Galaxy%20Grand?
Salesman:%20Rs.18,000/-
Girl:%20OMG!
Girl:%20And%20IPhone?
Salesman:%20OMG%20+%20OMG%20+%20OMG%20+%20OMG"
797,Women fall in love by what they hear. Men fall in love by what they see. That's why women wear makeup and men lie.,"https://api.whatsapp.com/send?text=Women%20fall%20in%20love%20by%20what%20they%20hear.
Men%20fall%20in%20love%20by%20what%20they%20see.
That's%20why%20women%20wear%20makeup%20and%20men%20lie."
798,Boy:I love u Girl:Me too Boy:Tum mujhe kitna pyar karti ho? Girl:Jitna tum mujhe karte ho Boy: U cheater.. main samjha tum waqai mujh se pyar karti ho,"https://api.whatsapp.com/send?text=Boy:I%20love%20u
Girl:Me%20too
Boy:Tum%20mujhe%20kitna%20pyar%20karti%20ho?
Girl:Jitna%20tum%20mujhe%20karte%20ho
Boy:%20U%20cheater..
main%20samjha%20tum%20waqai%20mujh%20se%20pyar%20karti%20ho"
799,"A man's wife was in ICU. Doctors did their best but she was not responding. Doctor said to husband, ""We are sorry. Everything is in God's hand now."" Husband was inconsolable and was kept saying, ""She is hardly 40"". An almost inaudible voice from wife's bed said, ""37""!","https://api.whatsapp.com/send?text=A%20man's%20wife%20was%20in%20ICU.
Doctors%20did%20their%20best%20but%20she%20was%20not%20responding.
Doctor%20said%20to%20husband,%20""We%20are%20sorry.%20Everything%20is%20in%20God's%20hand%20now.""
Husband%20was%20inconsolable%20and%20was%20kept%20saying,%20""She%20is%20hardly%2040"".
An%20almost%20inaudible%20voice%20from%20wife's%20bed%20said,%20""37""!"
800,"Tobacco, Weed, Beer and Whiskey are all made from plants... I think I might be a vegetarian!","https://api.whatsapp.com/send?text=Tobacco,%20Weed,%20Beer%20and%20Whiskey%20are%20all%20made%20from%20plants...
I%20think%20I%20might%20be%20a%20vegetarian!"
801,"Live, Laugh, Love If that doesn't work, Load, Aim and Fire","https://api.whatsapp.com/send?text=Live,%20Laugh,%20Love
If%20that%20doesn't%20work,
Load,%20Aim%20and%20Fire"
802,Mom: Sofa letne ke liye nahi hota baithne ke liye hota hai Son: Ha toh Chappal bhi maarne k liye nahi pehen ne ke liye hoti hai.. :) Ek chappl aur padi..,"https://api.whatsapp.com/send?text=Mom:%20Sofa%20letne%20ke%20liye%20nahi%20hota%20baithne%20ke%20liye%20hota%20hai
Son:%20Ha%20toh%20Chappal%20bhi%20maarne%20k%20liye%20nahi%20pehen%20ne%20ke%20liye%20hoti%20hai..

:)%20

Ek%20chappl%20aur%20padi.."
803,Compromising does not mean you are wrong and your wife is right. It only means that the safety of your head is much more important than your ego!,"https://api.whatsapp.com/send?text=Compromising%20does%20not%20mean%20you%20are%20wrong%20and%20your%20wife%20is%20right.
It%20only%20means%20that%20the%20safety%20of%20your%20head%20is%20much%20more%20important%20than%20your%20ego!"
804,Two girls were talking Girl 1: Do you have Whatsapp? Girl 2: No Girl 1: Twitter? Girl 2: No Girl 1: Facebook? Girl 2: No Girl 1: Then what do you have? Girl 2: A LIFE!! Girl 1: Great! I need 1 for Candy Crush!,"https://api.whatsapp.com/send?text=Two%20girls%20were%20talking
Girl%201:%20Do%20you%20have%20Whatsapp?
Girl%202:%20No
Girl%201:%20Twitter?
Girl%202:%20No
Girl%201:%20Facebook?
Girl%202:%20No
Girl%201:%20Then%20what%20do%20you%20have?
Girl%202:%20A%20LIFE!!
Girl%201:%20Great!%20I%20need%201%20for%20Candy%20Crush!"
805,Johnny Johnny... Yes Papa! Corporate Job... Yes Papa! Lots of Tension... Yes Papa! Too Much Work... Yes Papa! Family Life... No Papa! BP Sugar... High Papa! Yearly Bonus... Joke Papa! Annual Pay... Low Papa! Personal Life... Lost Papa! Promotion Incentive... HaHaHa!,"https://api.whatsapp.com/send?text=Johnny%20Johnny...%20Yes%20Papa!
Corporate%20Job...%20Yes%20Papa!
Lots%20of%20Tension...%20Yes%20Papa!
Too%20Much%20Work...%20Yes%20Papa!
Family%20Life...%20No%20Papa!
BP%20Sugar...%20High%20Papa!
Yearly%20Bonus...%20Joke%20Papa!
Annual%20Pay...%20Low%20Papa!
Personal%20Life...%20Lost%20Papa!
Promotion%20Incentive...%20HaHaHa!"
806,"At Gym Guy 1: I lost 5kg in two months. Guy 2: I lost 10 kg in two months. Santa: I lost 45 kg in a day. Guy 1 & Guy 2: Oh wow, but how? Santa: Lost my baggage at Airport!","https://api.whatsapp.com/send?text=At%20Gym
Guy%201:%20I%20lost%205kg%20in%20two%20months.
Guy%202:%20I%20lost%2010%20kg%20in%20two%20months.
Santa:%20I%20lost%2045%20kg%20in%20a%20day.
Guy%201%20&%20Guy%202:%20Oh%20wow,%20but%20how?
Santa:%20Lost%20my%20baggage%20at%20Airport!"
807,She~how is my new dress? Me~Saif Ali khan She~what? Me~Saif Ali khan She~matlab? Me~WOW WOW WOW,"https://api.whatsapp.com/send?text=She~how%20is%20my%20new%20dress?
Me~Saif%20Ali%20khan
She~what?
Me~Saif%20Ali%20khan
She~matlab?
Me~WOW%20WOW%20WOW"
808,What the dislike button on FB means: Chup Be Bhag Chal Jhoothi Munh Dho Ke Aa Shakal Dekhi Hai?,"https://api.whatsapp.com/send?text=What%20the%20dislike%20button%20on%20FB%20means:
Chup%20Be
Bhag%20
Chal%20Jhoothi
Munh%20Dho%20Ke%20Aa
Shakal%20Dekhi%20Hai?"
809,"Height of addiction: In a school form, when a student asked about the ""permanent address"", a student wrote ""WhatsApp""! ","https://api.whatsapp.com/send?text=Height%20of%20addiction:
In%20a%20school%20form,%20when%20a%20student%20asked%20about%20the%20""permanent%20address"",%20a%20student%20wrote%20""WhatsApp""!
"
810,"Don't break anybody's heart, they have only one Break their bones, they have 206","https://api.whatsapp.com/send?text=Don't%20break%20anybody's%20heart,%20they%20have%20only%20one
Break%20their%20bones,%20they%20have%20206"
811,"Gabbar : Ye Haath Mujhy de de Thakur. Thakur : Lele! Mere haath le le, Basanti k bhi lele, Jay Veeru k bhi lele, Octopus Ban ja .. Gabbar : Tu To Emotional ho gaya Paglay...;-p","https://api.whatsapp.com/send?text=Gabbar%20:%20Ye%20Haath%20Mujhy%20de%20de%20Thakur.


Thakur%20:%20Lele!%20Mere%20haath%20le%20le,

Basanti%20k%20bhi%20lele,

Jay%20Veeru%20k%20bhi%20lele,

Octopus%20Ban%20ja%20..


Gabbar%20:%20Tu%20To%20Emotional%20ho%20gaya%20Paglay...;-p"
812,"Apple is the new Onion of the generation Onion Katne pe Bhi Rona Aata Hai, Apple Ka Phone Girne Pe Bhi Rona Aata Hai! ","https://api.whatsapp.com/send?text=Apple%20is%20the%20new%20Onion%20of%20the%20generation
Onion%20Katne%20pe%20Bhi%20Rona%20Aata%20Hai,
Apple%20Ka%20Phone%20Girne%20Pe%20Bhi%20Rona%20Aata%20Hai!%20"
813,SAnta: I have changed my mind. Banta: Naya Wala Kaam Kar Raha Hai Na?,"https://api.whatsapp.com/send?text=SAnta:%20I%20have%20changed%20my%20mind.
Banta:%20Naya%20Wala%20Kaam%20Kar%20Raha%20Hai%20Na?"
814,Girl to her Brother : What R U going to Gift Grand Mother on Her Birthday?? Boy : A Foot Ball. Girl : But She don't Play Foot ball? Boy ; At My Birthday She Gave Me Books....;-0 ;-D,"https://api.whatsapp.com/send?text=Girl%20to%20her%20Brother%20:%20What%20R%20U%20going%20to

Gift%20Grand%20Mother%20on%20Her%20Birthday??


Boy%20:%20A%20Foot%20Ball.


Girl%20:%20But%20She%20don't%20Play%20Foot%20ball?


Boy%20;%20At%20My%20Birthday%20She%20Gave%20Me%20Books....;-0%20;-D"
815,Friends r like fishes. U have to sit patiently for a long time to catch a good one. Just like I caught u. so better stay nice otherwise I will FRY YOU..;),"https://api.whatsapp.com/send?text=Friends%20r%20like%20fishes.
U%20have%20to%20sit%20patiently%20for%20a%20long%20time
to%20catch%20a%20good%20one.
Just%20like%20I%20caught%20u.
so%20better%20stay%20nice%20otherwise
I%20will%20FRY%20YOU..;)"
816,"What is Pyaar? A group of friends sitting in a bar with a drink in hand and saying ""P"" ""Yaar"".","https://api.whatsapp.com/send?text=What%20is%20Pyaar?
A%20group%20of%20friends%20sitting%20in%20a%20bar%20with%20a%20drink%20in%20hand%20and%20saying%20""P""%20""Yaar""."
817,Son: Dad I got punished in school today. Dad: Why? Son: My teacher pointed the scale towards me. Saying.. At the end of scale there is an Idiot” I Just asked “which end”…?,"https://api.whatsapp.com/send?text=Son:%20Dad%20I%20got%20punished%20in%20school%20today.
Dad:%20Why?
Son:%20My%20teacher%20pointed%20the%20scale%20towards%20me.
Saying..%20At%20the%20end%20of%20scale%20there%20is%20an%20Idiot”
I%20Just%20asked%20“which%20end”…?"
818,Men are nice people. It's proven by Friendship Day survey results. 88% wives hate their husband's friends; Whereas 98% husbands love their wife's friends!,"https://api.whatsapp.com/send?text=Men%20are%20nice%20people.%20It's%20proven%20by%20Friendship%20Day%20survey%20results.
88%%20wives%20hate%20their%20husband's%20friends;
Whereas%2098%%20husbands%20love%20their%20wife's%20friends!"
819,"Every husband gets a wireless net connection by default, it is called, . . . WifeEye!","https://api.whatsapp.com/send?text=Every%20husband%20gets%20a%20wireless%20net%20connection%20by%20default,%20it%20is%20called,
.
.
.
WifeEye!"
820,Girls who marry for money and guys who marry for beauty are equally robbed in the end. ,https://api.whatsapp.com/send?text=Girls%20who%20marry%20for%20money%20and%20guys%20who%20marry%20for%20beauty%20are%20equally%20robbed%20in%20the%20end.%20
821,Kuch Cheezen Khatam Hone Par Bahut Dukh Deti Hai.. Dosti Pyaar Vacations Internet Pack Last Wala Toh Rula Hi Deta Hai!!,"https://api.whatsapp.com/send?text=Kuch%20Cheezen%20Khatam%20Hone%20Par%20Bahut%20Dukh%20Deti%20Hai..
Dosti
Pyaar
Vacations
Internet%20Pack
Last%20Wala%20Toh%20Rula%20Hi%20Deta%20Hai!!"
822,"I feel a sense of relief when I see my maid in the morning... that is why she is called ""Calm Wali`! ~ Housewife","https://api.whatsapp.com/send?text=I%20feel%20a%20sense%20of%20relief%20when%20I%20see%20my%20maid%20in%20the%20morning...%20that%20is%20why%20she%20is%20called%20""Calm%20Wali`!
~%20Housewife"
823,"Dealing with idiots is like soccer. You can use your head, but a swift kick is usually more effective!","https://api.whatsapp.com/send?text=Dealing%20with%20idiots%20is%20like%20soccer.
You%20can%20use%20your%20head,%20but%20a%20swift%20kick%20is%20usually%20more%20effective!"
824,The past of eat is ate; Th future of ate is weight; And the most funny part is that people realize it when it's too late!,"https://api.whatsapp.com/send?text=The%20past%20of%20eat%20is%20ate;
Th%20future%20of%20ate%20is%20weight;
And%20the%20most%20funny%20part%20is%20that%20people%20realize%20it%20when%20it's%20too%20late!"
825,"My neighbors loved the music so much that when I turned it up, they invited the police to listen.","https://api.whatsapp.com/send?text=My%20neighbors%20loved%20the%20music%20so%20much%20that%20when%20I%20turned%20it%20up,%20they%20invited%20the%20police%20to%20listen."
826,"If a boy gives a love letter to a girl, people call him LOAFER But if a gal gives a letter 2a boy, they call it OFFER. Feel the difference ","https://api.whatsapp.com/send?text=If%20a%20boy%20gives%20a%20love%20letter%20to%20a%20girl,%20people%20call%20him%20LOAFER%20But%20if%20a%20gal%20gives%20a%20letter%202a%20boy,%20they%20call%20it%20OFFER.%20Feel%20the%20difference
"
827,"I've been married for thirty years and buying diamonds for the same woman - and I'm still in love with her. If my wife ever finds out, she'll kill me !","https://api.whatsapp.com/send?text=I've%20been%20married%20for%20thirty%20years%20and%20buying%20diamonds%20for%20the%20same%20woman%20-%20and%20I'm%20still%20in%20love%20with%20her.
If%20my%20wife%20ever%20finds%20out,%20she'll%20kill%20me%20!"
828,"Special request to all those who call their partners ""My Baby"", ""My Bachha"" etc. etc. Next Sunday don't forget to give them 2 drops of polio!","https://api.whatsapp.com/send?text=Special%20request%20to%20all%20those%20who%20call%20their%20partners%20""My%20Baby"",%20""My%20Bachha""%20etc.%20etc.
Next%20Sunday%20don't%20forget%20to%20give%20them%202%20drops%20of%20polio!"
829,Promise me we are true friends I am lamp you are light I am Coke you are Sprite I am Sawan you are badal I am Normal you are Pagal I am Water you are Tanki I am Tarzan you are Monkey,"https://api.whatsapp.com/send?text=Promise%20me%20we%20are%20true%20friends
I%20am%20lamp%20you%20are%20light
I%20am%20Coke%20you%20are%20Sprite
I%20am%20Sawan%20you%20are%20badal
I%20am%20Normal%20you%20are%20Pagal
I%20am%20Water%20you%20are%20Tanki
I%20am%20Tarzan%20you%20are%20Monkey"
830,"To all my 40+ (forty plus) friends: We are unique and the most understanding generation, because we are the last generation who listened to our parents; and also the first which have to listen to their children. We are not special... but LIMITED EDITION!","https://api.whatsapp.com/send?text=To%20all%20my%2040+%20(forty%20plus)%20friends:
We%20are%20unique%20and%20the%20most%20understanding%20generation,%20because%20we%20are%20the%20last%20generation%20who%20listened%20to%20our%20parents;%20and%20also%20the%20first%20which%20have%20to%20listen%20to%20their%20children.
We%20are%20not%20special...%20but%20LIMITED%20EDITION!"
831,"A beautiful girl who was staying in a hotel, puts her finger on hotel manager’s lips… Manager smiles, kisses and licks each finger one by one. Girl: Do you like it? Manager: Oh yeah. Girl: Now go and tell your boss that there is no tissue paper in the toilet. The best way to express customer complaint","https://api.whatsapp.com/send?text=A%20beautiful%20girl%20who%20was%20staying%20in%20a%20hotel,%20puts%20her%20finger%20on%20hotel%20manager’s%20lips…
Manager%20smiles,%20kisses%20and%20licks%20each%20finger%20one%20by%20one.
Girl:%20Do%20you%20like%20it?
Manager:%20Oh%20yeah.
Girl:%20Now%20go%20and%20tell%20your%20boss%20that%20there%20is%20no%20tissue%20paper%20in%20the%20toilet.
The%20best%20way%20to%20express%20customer%20complaint"
832,"Dear Mario, I wasted my childhood trying to save your girlfriend...you owe me!","https://api.whatsapp.com/send?text=Dear%20Mario,
I%20wasted%20my%20childhood%20trying%20to%20save%20your%20girlfriend...you%20owe%20me!"
833,"Santa: I'm going to watch 'Mission Impossible' tonight. Banta: On cable or at theatre? Santa: No no, not the film, my wife bought a slim fit jeans and she is going to try it!","https://api.whatsapp.com/send?text=Santa:%20I'm%20going%20to%20watch%20'Mission%20Impossible'%20tonight.
Banta:%20On%20cable%20or%20at%20theatre?
Santa:%20No%20no,%20not%20the%20film,%20my%20wife%20bought%20a%20slim%20fit%20jeans%20and%20she%20is%20going%20to%20try%20it!"
834,The only mistake for which people are congratulated is 'Marriage'!,https://api.whatsapp.com/send?text=The%20only%20mistake%20for%20which%20people%20are%20congratulated%20is%20'Marriage'!
835,"Earlier: Love started with eyes, Grew with gifts, ended with tears. Now: Love starts from cellphone, Grows with messages and Ends with - ""The number your calling is currently busy please try again later""!","https://api.whatsapp.com/send?text=Earlier:
Love%20started%20with%20eyes,%20Grew%20with%20gifts,%20ended%20with%20tears.

Now:
Love%20starts%20from%20cellphone,%20Grows%20with%20messages%20and%20Ends%20with%20-%20""The%20number%20your%20calling%20is%20currently%20busy%20please%20try%20again%20later""!"
836,"There are two types of People on Facebook. Lucky: Jinko Crush Ki Request Aati Hai, Unlucky: Jinko Sirf Candy Crush Ki Request Aati Hai!","https://api.whatsapp.com/send?text=There%20are%20two%20types%20of%20People%20on%20Facebook.
Lucky:%20Jinko%20Crush%20Ki%20Request%20Aati%20Hai,
Unlucky:%20Jinko%20Sirf%20Candy%20Crush%20Ki%20Request%20Aati%20Hai!"
837,"Papu went to a hotel. After eating he went to wash his hands, but started washing the basin. Manager: What are you doing? Pappu : You have written here ""Wash Basin"".","https://api.whatsapp.com/send?text=Papu%20went%20to%20a%20hotel.
After%20eating%20he%20went%20to%20wash%20his%20hands,%20but%20started%20washing%20the%20basin.
Manager:%20What%20are%20you%20doing?
Pappu%20:%20You%20have%20written%20here%20""Wash%20Basin""."
838,"Boss: So tell me young man, on what all occasions have you realized that you have importance in company and company cannot function without you? Employee: Sir, whenever I asked for a leave.","https://api.whatsapp.com/send?text=Boss:%20So%20tell%20me%20young%20man,%20on%20what%20all%20occasions%20have%20you%20realized%20that%20you%20have%20importance%20in%20company%20and%20company%20cannot%20function%20without%20you?
Employee:%20Sir,%20whenever%20I%20asked%20for%20a%20leave."
839,There are two type of studies: 1 - hard subjects which Cannot be studied. 2 - easy subject that Doesn't need to be studied,"https://api.whatsapp.com/send?text=There%20are%20two%20type%20of%20studies:

1%20-%20hard%20subjects%20which%20Cannot%20be%20studied.
2%20-%20easy%20subject%20that%20Doesn't%20need%20to%20be%20studied"
840,"Height of addiction: In a school form, when a student asked about the ""permanent address"", a student wrote ""WhatsApp""!","https://api.whatsapp.com/send?text=Height%20of%20addiction:
In%20a%20school%20form,%20when%20a%20student%20asked%20about%20the%20""permanent%20address"",%20a%20student%20wrote%20""WhatsApp""!"
841,"I just met your duplicate. I swear it was you, I even called your name… But you ignored me and continued to eat Banana and swing on the Tree..","https://api.whatsapp.com/send?text=I%20just%20met%20your%20duplicate.
I%20swear%20it%20was%20you,%20I%20even%20called%20your%20name…
But
you%20ignored%20me%20and%20continued%20to%20eat%20Banana%20and%20swing%20on%20the%20Tree.."
842,"Serious Conversation with Funny Answers: 1. Principal:” Are You Chewing Gum.. ??? Student:” No, I’m Human Being.. 2. Wife:” We Are Having Mother For Dinner Tonight.. Husband:” But Darling, I’m Vegetarian..!! How Can I Eat Her..?? 3. Will These Stairs Take Me To The 2nd Floor.. ?? No, You’ll Have To Walk As Well..!!! 4. Girl:” I Have Changed My Mind..!! Boy:” Thank God, But Does The New One Works ","https://api.whatsapp.com/send?text=Serious%20Conversation%20with%20Funny%20Answers:
1.%20Principal:”%20Are%20You%20Chewing%20Gum..%20???
Student:”%20No,%20I’m%20Human%20Being..
2.%20Wife:”%20We%20Are%20Having%20Mother%20For%20Dinner%20Tonight..
Husband:”%20But%20Darling,%20I’m%20Vegetarian..!!%20How%20Can%20I%20Eat%20Her..??
3.%20Will%20These%20Stairs%20Take%20Me%20To%20The%202nd%20Floor..%20??
No,%20You’ll%20Have%20To%20Walk%20As%20Well..!!!
4.%20Girl:”%20I%20Have%20Changed%20My%20Mind..!!
Boy:”%20Thank%20God,%20But%20Does%20The%20New%20One%20Works%20"
